1:2	0.01438291
1:3	0.00889791
1:4	0.01036480
1:5	0.01116484
1:6	0.02464872
1:7	0.02176810
1:8	0.00911417
1:9	0.01264345
1:10	0.01764164
1:11	0.01298877
1:12	0.01525839
1:13	0.01030069
1:14	0.00978438
1:15	0.03657240
1:16	0.02240543
1:17	0.01754906
1:18	0.01954710
1:19	0.00967188
2:3	0.01128164
2:4	0.03159339
2:5	0.01416143
2:6	0.01081906
2:7	0.03723933
2:8	0.01931855
2:9	0.01627510
2:10	0.02516079
2:11	0.01520450
2:12	0.01137585
2:13	0.00910364
2:14	0.00900641
2:15	0.01965569
2:16	0.02809814
2:17	0.01101977
2:18	0.01217183
2:19	0.02111045
3:4	0.02070933
3:5	0.01506199
3:6	0.02046133
3:7	0.02613450
3:8	0.01174384
3:9	0.01534809
3:10	0.00909414
3:11	0.00628738
3:12	0.01392352
3:13	0.00696655
3:14	0.00776910
3:15	0.03026921
3:16	0.01094535
3:17	0.00866187
3:18	0.02241105
3:19	0.01645436
4:5	0.01918715
4:6	0.04788576
4:7	0.01198773
4:8	0.01301188
4:9	0.02067744
4:10	0.02607383
4:11	0.02156695
4:12	0.03271760
4:13	0.02391376
4:14	0.02120422
4:15	0.06428838
4:16	0.03392567
4:17	0.03123548
4:18	0.03424732
4:19	0.01846421
5:6	0.02293332
5:7	0.02860385
5:8	0.01406859
5:9	0.02450176
5:10	0.02665284
5:11	0.02064957
5:12	0.01298449
5:13	0.01365273
5:14	0.01826313
5:15	0.03924260
5:16	0.02802653
5:17	0.02020729
5:18	0.01834334
5:19	0.02700645
6:7	0.05636254
6:8	0.03048528
6:9	0.03239789
6:10	0.03562020
6:11	0.02339423
6:12	0.00935504
6:13	0.01800468
6:14	0.02586274
6:15	0.00636837
6:16	0.03903960
6:17	0.01961435
6:18	0.01026398
6:19	0.03770849
7:8	0.02622064
7:9	0.02499308
7:10	0.03104313
7:11	0.02375421
7:12	0.04246677
7:13	0.03469387
7:14	0.02412795
7:15	0.07181251
7:16	0.03622589
7:17	0.03805555
7:18	0.04101513
7:19	0.02514748
8:9	0.02097890
8:10	0.02071736
8:11	0.01384901
8:12	0.02435262
8:13	0.01418080
8:14	0.01669763
8:15	0.04180025
8:16	0.02625277
8:17	0.01913736
8:18	0.02988047
8:19	0.02526903
9:10	0.02457915
9:11	0.01766202
9:12	0.02655377
